ID,description
mandarin_437,"An vibrant vivid orange fruit with a circular appearance, known for its loose peel and juicy interior."
mandarin_438,"An petite citrus fruit with bright pale orange color, offering easy-to-remove skin and sweet segments."
mandarin_439,"A petite deep orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 439)."
mandarin_440,"A compact, spherical citrus fruit featuring bright deep orange skin and delightful, sappy segments."
mandarin_441,"An petite citrus fruit with vibrant bright orange rind and tender, flavorful segments inside (variant 441)."
mandarin_442,"A tiny vivid orange citrus fruit with sleek, glossy skin and luscious, tangy segments."
mandarin_443,"A bright golden orange fruit with a round shape, featuring easy-to-peel skin and succulent, candy-like flesh."
mandarin_444,"An compact citrus fruit with vibrant brilliant orange color, known for its loose skin and flavorful segments."
mandarin_445,"A petite round fruit featuring bright vibrant orange rind, offering delightful, sappy segments and easy peeling."
mandarin_446,"A compact bright orange citrus with shiny skin, featuring tender segments and a candy-like, tangy flavor."
mandarin_447,"An vibrant orange fruit with a circular appearance, known for its loose peel and moist interior."
mandarin_448,"A small citrus fruit with bright brilliant orange color, offering easy-to-remove skin and luscious segments."
mandarin_449,"A petite pale orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 449)."
mandarin_450,"An miniature, globular citrus fruit featuring bright brilliant orange skin and delightful, sappy segments."
mandarin_451,"A petite citrus fruit with vibrant golden orange rind and tender, flavorful segments inside (variant 451)."
mandarin_452,"A miniature orange citrus fruit with shiny, glossy skin and honeyed, tangy segments."
mandarin_453,"An bright orange fruit with a round shape, featuring easy-to-peel skin and juicy, luscious flesh."
mandarin_454,"A tiny citrus fruit with vibrant deep orange color, known for its loose skin and flavorful segments."
mandarin_455,"A petite circular fruit featuring bright bright orange rind, offering sweet, moist segments and easy peeling."
mandarin_456,"An petite vibrant orange citrus with smooth skin, featuring tender segments and a sugary, tangy flavor."
mandarin_457,"A vibrant golden orange fruit with a round appearance, known for its loose peel and watery interior."
mandarin_458,"A compact citrus fruit with bright vivid orange color, offering easy-to-remove skin and sugary segments."
mandarin_459,"An petite vivid orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 459)."
mandarin_460,"A tiny, circular citrus fruit featuring bright brilliant orange skin and luscious, watery segments."
mandarin_461,"A petite citrus fruit with vibrant vibrant orange rind and tender, flavorful segments inside (variant 461)."
mandarin_462,"An compact bright orange citrus fruit with lustrous, glossy skin and candy-like, tangy segments."
mandarin_463,"A bright golden orange fruit with a round shape, featuring easy-to-peel skin and succulent, delightful flesh."
mandarin_464,"An miniature citrus fruit featuring vibrant vibrant orange color, known for its loose skin and flavorful segments."
mandarin_465,"An petite spherical fruit featuring bright golden orange rind, offering pleasant, succulent segments and easy peeling."
mandarin_466,"A miniature orange citrus with silky skin, featuring tender segments and a delightful, tangy flavor."
mandarin_467,"A vibrant deep orange fruit with a circular appearance, known for its loose peel and sappy interior."
mandarin_468,"An petite citrus fruit with bright vivid orange color, offering easy-to-remove skin and pleasant segments."
mandarin_469,"A petite deep orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 469)."
mandarin_470,"A small, globular citrus fruit featuring bright vivid orange skin and luscious, succulent segments."
mandarin_471,"An petite citrus fruit with vibrant vivid orange rind and tender, flavorful segments inside (variant 471)."
mandarin_472,"A compact vivid orange citrus fruit with sleek, glossy skin and luscious, tangy segments."
mandarin_473,"A bright pale orange fruit with a spherical shape, featuring easy-to-peel skin and moist, sugary flesh."
mandarin_474,"An small citrus fruit with vibrant deep orange color, known for its loose skin and flavorful segments."
mandarin_475,"A petite round fruit featuring bright bright orange rind, offering luscious, watery segments and easy peeling."
mandarin_476,"A small golden orange citrus with lustrous skin, featuring tender segments and a sugary, tangy flavor."
mandarin_477,"An vibrant pale orange fruit with a spherical appearance, known for its loose peel and pulpy interior."
mandarin_478,"A compact citrus fruit with bright vivid orange color, offering easy-to-remove skin and pleasant segments."
mandarin_479,"A petite vivid orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 479)."
mandarin_480,"An small, circular citrus fruit featuring bright brilliant orange skin and sugary, watery segments."
mandarin_481,"A petite citrus fruit with vibrant bright orange rind and tender, flavorful segments inside (variant 481)."
mandarin_482,"A tiny vibrant orange citrus fruit with glossy, glossy skin and sugary, tangy segments."
mandarin_483,"An bright vivid orange fruit with a spherical shape, featuring easy-to-peel skin and watery, honeyed flesh."
mandarin_484,"A petite citrus fruit with vibrant golden orange color, known for its loose skin and flavorful segments."
mandarin_485,"A petite spherical fruit featuring bright orange rind, offering luscious, juicy segments and easy peeling."
mandarin_486,"An compact brilliant orange citrus with shiny skin, featuring tender segments and a sugary, tangy flavor."
mandarin_487,"A vibrant vibrant orange fruit with a globular appearance, known for its loose peel and sappy interior."
mandarin_488,"A tiny citrus fruit with bright pale orange color, offering easy-to-remove skin and honeyed segments."
mandarin_489,"An petite orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 489)."
mandarin_490,"A tiny, globular citrus fruit featuring bright pale orange skin and luscious, succulent segments."
mandarin_491,"A petite citrus fruit with vibrant pale orange rind and tender, flavorful segments inside (variant 491)."
mandarin_492,"An miniature golden orange citrus fruit with shiny, glossy skin and sweet, tangy segments."
mandarin_493,"A bright orange fruit with a circular shape, featuring easy-to-peel skin and pulpy, sweet flesh."
mandarin_494,"An petite citrus fruit featuring vibrant brilliant orange color, known for its loose skin and flavorful segments."
mandarin_495,"An petite spherical fruit featuring bright brilliant orange rind, providing delightful, juicy segments and easy peeling."
mandarin_496,"A compact brilliant orange citrus with sleek skin, featuring tender segments and a delightful, tangy flavor."
mandarin_497,"A vibrant orange fruit with a globular appearance, prized for its loose peel and succulent interior."
mandarin_498,"An small citrus fruit with bright brilliant orange color, offering easy-to-remove skin and luscious segments."
mandarin_499,"A petite brilliant orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 499)."
mandarin_500,"A small, globular citrus fruit featuring bright deep orange skin and pleasant, succulent segments."
mandarin_501,"An petite citrus fruit with vibrant orange rind and tender, flavorful segments inside (variant 501)."
mandarin_502,"A compact pale orange citrus fruit with smooth, glossy skin and honeyed, tangy segments."
mandarin_503,"A bright brilliant orange fruit with a circular shape, featuring easy-to-peel skin and succulent, sweet flesh."
mandarin_504,"An petite citrus fruit with vibrant deep orange color, prized for its loose skin and flavorful segments."
mandarin_505,"A petite spherical fruit featuring bright orange rind, offering sugary, watery segments and easy peeling."
mandarin_506,"A compact vibrant orange citrus with lustrous skin, featuring tender segments and a candy-like, tangy flavor."
mandarin_507,"An vibrant deep orange fruit with a globular appearance, known for its loose peel and pulpy interior."
mandarin_508,"A petite citrus fruit with bright golden orange color, offering easy-to-remove skin and sweet segments."
mandarin_509,"A petite brilliant orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 509)."
